image,faces_detected,face_count,confidence,age_range,emotions,pose_pitch,pose_roll,pose_yaw,timestamp
test_faces\P4vtbU_zksE.jpg,0,0,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-08T12:12:31.230652
